Nom du poste	Nom d'utilisateur	Type et nom OS	Version OS	Build OS	Date OS	Numéro de série matériel	UUID matériel	Processeur principal	Fréquence (GHz)	Nombre de cœurs physiques	RAM (Go)	Type de RAM	Type de disque	Espace libre (Go)	Carte graphique principale	Antivirus	BitLocker actif	TPM activé	Secure Boot	Chipset réseau	Adresse MAC	Adresse IP locale	Connectivité Wi-Fi	Bluetooth activé	Version Discord	Version Steam	Version Edge	Version QRS Studio	Navigateur Web	Tâches identifiées annulées	Processus courts identifiés	Observations	Niveau de conformité (sur 5)
PC-JUANJOSEP	juanj	Microsoft Windows 11 Professionnel	10.0.26200	26200	08/10/2025	PF1MSNMF	1424174C-22A2-11B2-A85C-A5DF843778C2	Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz	2,59	6	32	, 	SSD	365,87	Intel(R) UHD Graphics 630	Windows Defender	Oui	Oui	Oui	Ethernet 2	0A-00-27-00-00-11	192.168.158.1	Oui	Oui	1.0.9212	01.00.00.02	141.0.3537.85	Non installé	msedge	41	Discord, esif_uf, fontdrvhost, igfxCUIService, IntelCpHDCPSvc, IntelCpHeciSvc, jhi_service, LITSSvc, ManyCamService, msedge, msedgewebview2, RegSrvc, SearchProtocolHost, Secure System, svchost, UserOOBEBroker, wininit, WUDFHost	RAS	5
